combo,entry_time,exit_time,side,entry_price,exit_price,pnl_bps,reason,btc_trend
BTC_4h_EMA20/100,2024-05-22 02:00:00,2024-05-22 04:45:00,LONG,0.537,0.5287916080637084,-152.85646063857797,SL,UP
BTC_4h_EMA20/100,2024-05-23 00:15:00,2024-05-23 12:45:00,LONG,0.5281,0.5211818465196887,-131.00082333481024,SL,UP
BTC_4h_EMA20/100,2024-05-23 21:45:00,2024-06-02 18:00:00,LONG,0.525,0.5115772057679734,-255.6722710862216,SL,UP
BTC_4h_EMA20/100,2024-06-05 11:00:00,2024-06-06 06:15:00,LONG,0.5277,0.5233603866888075,-82.2363712562532,SL,UP
BTC_4h_EMA20/100,2024-06-06 09:15:00,2024-06-06 19:30:00,LONG,0.5248,0.521257809786696,-67.49600254009226,SL,UP
BTC_4h_EMA20/100,2024-06-06 23:00:00,2024-06-07 11:45:00,LONG,0.5223,0.5284363038528863,117.48619285633404,TP,UP
BTC_4h_EMA20/100,2024-06-11 19:30:00,2024-06-12 12:30:00,SHORT,0.4778,0.48563230729454493,-163.9243887514635,SL,DOWN
BTC_4h_EMA20/100,2024-06-12 18:15:00,2024-06-12 19:45:00,SHORT,0.4921,0.4825374350039903,194.32158089838774,TP,DOWN
BTC_4h_EMA20/100,2024-06-12 23:15:00,2024-06-13 15:30:00,SHORT,0.491,0.47975681233068157,228.98549224681105,TP,DOWN
BTC_4h_EMA20/100,2024-06-13 18:15:00,2024-06-14 15:30:00,SHORT,0.4841,0.4744515079206829,199.30783059940222,TP,DOWN
BTC_4h_EMA20/100,2024-06-14 21:00:00,2024-06-14 21:30:00,SHORT,0.4692,0.4756884366921865,-138.28722702869814,SL,DOWN
BTC_4h_EMA20/100,2024-06-15 12:45:00,2024-06-15 14:15:00,SHORT,0.4792,0.48336147659408335,-86.84216598671401,SL,DOWN
BTC_4h_EMA20/100,2024-06-15 21:45:00,2024-06-16 09:45:00,SHORT,0.4892,0.4952588651307424,-123.85251698165139,SL,DOWN
BTC_4h_EMA20/100,2024-06-16 12:45:00,2024-06-17 02:00:00,SHORT,0.493,0.48470135510235174,168.32951110848387,TP,DOWN
BTC_4h_EMA20/100,2024-06-17 06:45:00,2024-06-17 07:45:00,SHORT,0.4881,0.4931090468943359,-102.62337419249948,SL,DOWN
BTC_4h_EMA20/100,2024-06-24 15:15:00,2024-06-24 19:45:00,SHORT,0.4763,0.46644972477110785,206.80821391753406,TP,DOWN
BTC_4h_EMA20/100,2024-06-25 06:00:00,2024-06-26 17:00:00,SHORT,0.4766,0.4674916214782499,191.1115929867838,TP,DOWN
